score,axe_detecte,dutreil_probable,signaux_dutreil,denomination,raison_sociale,siren,siret_siege,naf,naf_libelle,categorie,tranche_effectif,tranche_effectif_libelle,annee_effectif,etablissements_ouverts,date_creation,date_maj_rne,adresse_siege,code_postal,commune,departement,siege_dans_zone,dirigeants,dirigeant_age_max,nature_juridique,tel_portable,tel_fixe,email,url_pappers,url_societe,statut_suivi,prochaine_action
8,CND?,non,,PRESTO CONTROLE,PRESTO CONTROLE,441972767,44197276700012,71.20B,"Analyses, essais et inspections techniques",PME,21,50 à 99 salariés,2023,6,2002-04-15,2024-05-19T17:01:20,PARC D'ACTIVITE L'AERODROME 76430 SAINT-ROMAIN-DE-COLBOSC,76430,SAINT-ROMAIN-DE-COLBOSC,76,oui,JACQUES DELAGE (DELAGE) (65 ans) — Président de SAS ; IN EXTENSO NORMANDIE SEINE (SIREN 453345548) — Commissaire aux comptes titulaire ; JCARD (SIREN 885345363) — Directeur Général,65,5710,,,,https://www.pappers.fr/entreprise/441972767,https://www.societe.com/societe/-441972767.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
8,CND?,non,,SOCOFRET (SOCOFRET),SOCOFRET,337080840,33708084000032,71.20B,"Analyses, essais et inspections techniques",PME,12,20 à 49 salariés,2023,1,1970-01-01,2024-05-19T17:01:20,4 RUE D'ETTLINGEN 51150 PLIVOT,51150,PLIVOT,51,oui,ERIC CHRISTIAN PIERRE BOUCON (56 ans) — Président du conseil d'administration et directeur général ; EMMANUELLE FELICITE (48 ans) — Administrateur ; MICHELINE ESTELLE MONPAYS (JORANT) (76 ans) — Administrateur,76,5599,,,,https://www.pappers.fr/entreprise/337080840,https://www.societe.com/societe/-337080840.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
8,CND?,non,,VECT-HORUS,VECT-HORUS,485235311,48523531100035,71.20B,"Analyses, essais et inspections techniques",PME,12,20 à 49 salariés,2023,1,2005-10-15,2024-05-19T17:01:20,SITE UNIVERSITAIRE DE LA TIMONE 27 BOULEVARD JEAN MOULIN 13005 MARSEILLE,13005,MARSEILLE,13,oui,LUC MARIE JULIEN SAINT AMAND (68 ans) — Administrateur ; PHILIPPE LANONE (65 ans) — Administrateur ; BERNARD RECULEAU (76 ans) — Administrateur ; CELINE SAINT OLIVE (48 ans) — Administrateur ; ALEXANDRE TOKAY (67 ans) — Président de SAS ; ARNAUD VINCIGUERRA (61 ans) — Administrateur ; KPMG S.A (SIREN 775726417) — Commissaire aux comptes titulaire,76,5710,,,,https://www.pappers.fr/entreprise/485235311,https://www.societe.com/societe/-485235311.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,ABS CENTRE METALLURGIQUE,ABS CENTRE METALLURGIQUE,531747657,53174765700025,71.20B,"Analyses, essais et inspections techniques",PME,12,20 à 49 salariés,2023,1,2011-04-18,2024-05-19T17:01:20,10 RUE PIERRE SIMON DE LAPLACE 57070 METZ,57070,METZ,57,oui,GIUSEPPE FLABOREA (56 ans) — Administrateur ; FRANCESCA MAURIGH (49 ans) — Administrateur ; CHRISTOPHE SALZARD (53 ans) — Commissaire aux comptes suppléant ; CHRISTOPHE STOCKY (48 ans) — Président de SAS ; SOGEXCO (SIREN 384268777) — Commissaire aux comptes titulaire,56,5710,,,,https://www.pappers.fr/entreprise/531747657,https://www.societe.com/societe/-531747657.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,ACOBEX,ACOBEX,444080121,44408012100056,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,1,2002-11-06,2024-05-19T17:01:20,7 AVENUE DU PARC ALATA 60100 CREIL,60100,CREIL,60,oui,MALIK HEBRI (61 ans) — Président de SAS,61,5710,,,,https://www.pappers.fr/entreprise/444080121,https://www.societe.com/societe/-444080121.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,ADISS (ADISS) (ADISS),ADISS,498470491,49847049100032,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,2,2007-06-01,2024-05-19T17:01:20,2 T RUE DE L'EUROPE 59320 SEQUEDIN,59320,SEQUEDIN,59,oui,CHRISTIAN LENOIR (77 ans) — Gérant,77,5499,,,,https://www.pappers.fr/entreprise/498470491,https://www.societe.com/societe/-498470491.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,AEDIFIS CONTROL TECHNIC,AEDIFIS CONTROL TECHNIC,419455910,41945591000069,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,2,1998-06-02,2024-05-19T17:01:20,126 RUE DU LONG POT 59800 LILLE,59800,LILLE,59,oui,GIACOMO DE FELICE (68 ans) — Gérant,68,5499,,,,https://www.pappers.fr/entreprise/419455910,https://www.societe.com/societe/-419455910.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,AF CONTROLE,AF CONTROLE,752205401,75220540100017,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,2,2012-06-12,2024-05-19T17:01:20,37 RUE MALAKOFF 50100 CHERBOURG-EN-COTENTIN,50100,CHERBOURG-EN-COTENTIN,50,oui,FABRICE AVOINE (60 ans) — Gérant,60,5499,,,,https://www.pappers.fr/entreprise/752205401,https://www.societe.com/societe/-752205401.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,BATIPERFORM (BATIPERFORM),BATIPERFORM,495402752,49540275200051,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,9,2007-03-07,2024-05-19T17:01:20,TECHNOPOLE DU MADRILLET 220 AVENUE ROBERT HOOKE 76800 SAINT-ETIENNE-DU-ROUVRAY,76800,SAINT-ETIENNE-DU-ROUVRAY,76,oui,ERIC RENE COMMELIN (63 ans) — Gérant,63,5499,,,,https://www.pappers.fr/entreprise/495402752,https://www.societe.com/societe/-495402752.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,BTV SERVICES,BTV SERVICES,381928332,38192833200018,71.20B,"Analyses, essais et inspections techniques",PME,12,20 à 49 salariés,2023,1,1991-07-01,2024-05-19T17:01:20,PARC INDUSTRIEL DE LA VERTONNE 6 ALLEE DE LA MALADRIE 44120 VERTOU,44120,VERTOU,44,oui,LAURENT MARIE BERNARD COLLINEAU DE MEEZEMAKER (59 ans) — Gérant ; LAURENT COLLINEAU DE MEEZMAKER (59 ans) — Gérant,59,5499,,,,https://www.pappers.fr/entreprise/381928332,https://www.societe.com/societe/-381928332.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,METROLOGIE,non,,BUREAU D'ETUDES AQUITAINE METROLOGIE,BUREAU D'ETUDES AQUITAINE METROLOGIE,413600164,41360016400045,71.20B,"Analyses, essais et inspections techniques",PME,12,20 à 49 salariés,2023,2,1997-09-05,2024-05-19T17:01:20,10 AVENUE JACQUELINE AURIOL 33700 MERIGNAC,33700,MERIGNAC,33,non,ERIC DUMARTIN — Commissaire aux comptes suppléant ; ERIC FABRE (62 ans) — Commissaire aux comptes titulaire ; ALAIN LARQUIER (72 ans) — Gérant,72,5499,,,,https://www.pappers.fr/entreprise/413600164,https://www.societe.com/societe/-413600164.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,CABINET BEHENE CONSULTANT (LABORATOIRE CBC),CABINET BEHENE CONSULTANT,434053690,43405369000062,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,1,2000-12-15,2024-05-19T17:01:20,MINIPARC BATIMENT 2 912 RUE DE LA CROIX VERTE 34080 MONTPELLIER,34080,MONTPELLIER,34,oui,MARIE-CHRISTINE GIOLLENT (65 ans) — Gérant,65,5499,,,,https://www.pappers.fr/entreprise/434053690,https://www.societe.com/societe/-434053690.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,CABINET LEVESQUE,CABINET LEVESQUE,418321956,41832195600124,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,9,1998-01-01,2024-05-19T17:01:20,25 PLACE BENSERADE 27480 LYONS-LA-FORET,27480,LYONS-LA-FORET,27,oui,FABRICE MARIE BENOIT LEVESQUE (61 ans) — Président de SAS ; CADERAS MARTIN SA (SIREN 312665318) — Commissaire aux comptes suppléant ; CABINET EUROPEEN D'AUDIT (SIREN 352946651) — Commissaire aux comptes titulaire,61,5710,,,,https://www.pappers.fr/entreprise/418321956,https://www.societe.com/societe/-418321956.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,CELESTA - LAB,CELESTA - LAB,409206950,40920695000035,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,1,1996-10-01,2024-05-19T17:01:20,ZA DU MAS CAVALIERS 154 RUE GEORGES GUYNEMER 34130 MAUGUIO,34130,MAUGUIO,34,oui,XAVIER SALDUCCI (SALDUCCI) (63 ans) — Président de SAS ; XAVIER JEAN-MARIE SALDUCCI (63 ans) — Président de SAS ; AGRADE (SIREN 892095209) — Directeur Général,63,5710,,,,https://www.pappers.fr/entreprise/409206950,https://www.societe.com/societe/-409206950.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,CENTREXPERT SAS (CENTREXPERT),CENTREXPERT SAS,534710140,53471014000037,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,1,2011-10-01,2024-05-19T17:01:20,121 CHEMIN DE LA SAULAIE 38670 CHASSE-SUR-RHONE,38670,CHASSE-SUR-RHONE,38,oui,JEAN-MARIE CONSTANT (76 ans) — Président de SAS ; THIERRY POL DIDIER MAURICE (52 ans) — Directeur Général,76,5710,,,,https://www.pappers.fr/entreprise/534710140,https://www.societe.com/societe/-534710140.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,CERQUAL (QUALITEL CERTIFICATION),CERQUAL,451299598,45129959800016,71.20B,"Analyses, essais et inspections techniques",PME,21,50 à 99 salariés,2023,5,2003-12-18,2024-05-19T17:01:20,136 BOULEVARD SAINT-GERMAIN 75006 PARIS,75006,PARIS,75,oui,LIONEL BLANCARD DE LÉRY (65 ans) — Membre du conseil de surveillance ; GUY CAPDEVILLE (62 ans) — Membre du conseil de surveillance ; BERTRAND DELCAMBRE (75 ans) — Membre du conseil de surveillance ; ANTOINE DESBARRIÈRES (63 ans) —  ; PASCAL GILLETTE (67 ans) — Commissaire aux comptes suppléant ; ROSELYNE CONAN (GUILLAUME) (54 ans) — Membre du conseil de surveillance ; FRANK HOVORKA (60 ans) — Membre du conseil de surveillance ; FRANCOIS JALLOT (58 ans) — Membre du conseil de surveillance ; PIERRE-HENRI JULIEN (65 ans) — Autre ; LARBI LACHGAR (66 ans) — Membre du conseil de surveillance ; ANNICK NOURY (LACROIX) (79 ans) — Membre du conseil de surveillance ; CHANTAL JANNET (LEBRUN) (79 ans) — Membre du conseil de surveillance ; NICOLAS PRUDHOMME (49 ans) — Membre du conseil de surveillance ; HERVE PRUVOT (57 ans) — Membre du conseil de surveillance ; CABINET DAUGE ET ASSOCIES (SIREN 302316674) — Commissaire aux comptes titulaire,79,5710,,,,https://www.pappers.fr/entreprise/451299598,https://www.societe.com/societe/-451299598.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,CONTROLE TECHNIQUE DELINSELLE (CTD),CONTROLE TECHNIQUE DELINSELLE,510213119,51021311900033,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,1,2009-02-01,2024-05-19T17:01:20,ZA RUE NICEPHORE NIEPCE 59710 PONT-A-MARCQ,59710,PONT-A-MARCQ,59,oui,CHRISTOPHE CUVELIER (62 ans) — Directeur Général ; A.C.T. AUDIT (SIREN 479968448) — Commissaire aux comptes titulaire ; VALTO (SIREN 929525350) — ,62,5710,,,,https://www.pappers.fr/entreprise/510213119,https://www.societe.com/societe/-510213119.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,COTECNA INSPECTION FRANCE (CO-INS),COTECNA INSPECTION FRANCE,352596035,35259603500076,71.20B,"Analyses, essais et inspections techniques",PME,12,20 à 49 salariés,2023,3,1989-10-01,2024-05-19T17:01:20,IMMEUBLE LE NORMANDIE 5 RUE DU MAIL 44700 ORVAULT,44700,ORVAULT,44,oui,LENA ULRIKA SODERGREN (58 ans) — Gérant,58,5499,,,,https://www.pappers.fr/entreprise/352596035,https://www.societe.com/societe/-352596035.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,DLF RECHERCHE,DLF RECHERCHE,389478793,38947879300034,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,5,1993-01-10,2024-05-19T17:01:20,ZA LES PAINS 49250 BRISSAC LOIRE AUBANCE,49250,BRISSAC LOIRE AUBANCE,49,oui,ERIC CHARLES GABRIEL DUBERT (63 ans) — Gérant ; BENOÎT PETITJEAN (56 ans) — Gérant ; ERNST& YOUNG AUDIT (SIREN 344366315) — ,63,5499,,,,https://www.pappers.fr/entreprise/389478793,https://www.societe.com/societe/-389478793.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,EOLIA,EOLIA,510022080,51002208000020,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,4,2009-01-19,2024-05-19T17:01:20,ZI ATHELIA III 179 VOIE ATLAS 13600 LA CIOTAT,13600,LA CIOTAT,13,oui,PHILIPPE PREAU (69 ans) — Directeur Général ; IN EXTENSO PROVENCE (SIREN 380221846) — Commissaire aux comptes titulaire ; JNH (SIREN 787957802) — Directeur Général ; EOS (SIREN 820257855) — Président de SAS,69,5710,,,,https://www.pappers.fr/entreprise/510022080,https://www.societe.com/societe/-510022080.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,ETABLISSEMENTS JAUNET,ETABLISSEMENTS JAUNET,388527616,38852761600022,71.20B,"Analyses, essais et inspections techniques",PME,21,50 à 99 salariés,2023,1,1992-10-01,2024-05-19T17:01:20,ROUTE DU COUDRAY 27930 GUICHAINVILLE,27930,GUICHAINVILLE,27,oui,PATRICK JAUNET (JAUNET) (55 ans) — Président de SAS ; PMJ EVOLUTION (SIREN 497775676) —  ; PMJ EVOLUTION SAS (SIREN ) — ,55,5710,,,,https://www.pappers.fr/entreprise/388527616,https://www.societe.com/societe/-388527616.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,EURL  DIAGNOS'IM (DIAGNOS'IM),EURL  DIAGNOS'IM,492713748,49271374800043,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,2,2006-11-08,2024-05-19T17:01:20,BATIMENT A 2EME ETAGE 2 A RUE DU COMMERCE 10120 SAINT-GERMAIN,10120,SAINT-GERMAIN,10,oui,FRANCK YVES HUBERT ARMAND MAY (60 ans) — Gérant,60,5499,,,,https://www.pappers.fr/entreprise/492713748,https://www.societe.com/societe/-492713748.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,EUROVENT CERTITA CERTIFICATION,EUROVENT CERTITA CERTIFICATION,513133637,51313363700050,71.20B,"Analyses, essais et inspections techniques",PME,21,50 à 99 salariés,2023,2,2009-06-03,2024-05-19T17:01:20,34 RUE LAFFITTE 75009 PARIS,75009,PARIS,75,oui,ARNAUD AOUEILLE LACOURT (45 ans) — Autre ; OZAN ATASOY (54 ans) — Autre ; ALF MIKAEL BÖRJESSON (56 ans) — Membre du conseil de surveillance ; PIERRE CLAUDEL (61 ans) — Membre du conseil de surveillance ; RAUL CORREDERA HANER (52 ans) — Membre du conseil de surveillance ; SYLVAIN COURTEY (45 ans) — Président de SAS ; MARIANO COVOLO (61 ans) — Autre ; HENDRIK KRANENBERG (62 ans) — Autre ; KARL PALMSTORFER (47 ans) — Membre du conseil de surveillance ; DAUGE FIDELIANCE (SIREN 302316674) — Commissaire aux comptes titulaire,62,5710,,,,https://www.pappers.fr/entreprise/513133637,https://www.societe.com/societe/-513133637.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,GIMOPHARM,GIMOPHARM,423813013,42381301300020,71.20B,"Analyses, essais et inspections techniques",PME,12,20 à 49 salariés,2023,1,1999-07-01,2024-05-19T17:01:20,1 CHEMIN DE SAULXIER 91160 LONGJUMEAU,91160,LONGJUMEAU,91,oui,ESBER ESBER (63 ans) — Gérant ; FRANCOIS LESCURE (67 ans) — Gérant,67,5499,,,,https://www.pappers.fr/entreprise/423813013,https://www.societe.com/societe/-423813013.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,GLOBAL MULTITECHNIQUES,GLOBAL MULTITECHNIQUES,434924569,43492456900032,71.20B,"Analyses, essais et inspections techniques",PME,12,20 à 49 salariés,2023,1,2001-03-01,2024-05-19T17:01:20,4 A 6 4 AVENUE MORANE SAULNIER 78140 VELIZY-VILLACOUBLAY,78140,VELIZY-VILLACOUBLAY,78,oui,JEAN-RENAUD DALLE (61 ans) — Président de SAS,61,5710,,,,https://www.pappers.fr/entreprise/434924569,https://www.societe.com/societe/-434924569.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,HEXACONTROLE,HEXACONTROLE,337800833,33780083300093,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,3,1986-06-01,2024-05-19T17:01:20,27 BOULEVARD PASTEUR 62100 CALAIS,62100,CALAIS,62,oui,GILBERT DIDIER LUCIEN PLATEL (70 ans) — Président de SAS ; NORD FRANCE AUDIT (SIREN 901477570) —  ; 2M EXPERTISE COMPTABLE (SIREN 914049291) — ,70,5710,,,,https://www.pappers.fr/entreprise/337800833,https://www.societe.com/societe/-337800833.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
7,CND?,non,,ICAR-CM2T (LRMC),ICAR-CM2T,349517136,34951713600058,71.20B,"Analyses, essais et inspections techniques",PME,11,10 à 19 salariés,2023,1,1989-01-07,2024-05-19T17:01:20,4 RUE ANTOINE LAVOISIER 54300 MONCEL-LES-LUNEVILLE,54300,MONCEL-LES-LUNEVILLE,54,oui,MICHEL GANSEMAN (68 ans) — Président du conseil d'administration ; REGIS LIMBACH (56 ans) — Administrateur ; MICHEL PUILLET (70 ans) — Administrateur ; FRANCIS THOUVENOT (68 ans) — Administrateur ; UNIVERSITE DE LORRAINE (SIREN 130015506) — Administrateur ; SOFIDEM & ASSOCIES (SIREN 453442659) — Commissaire aux comptes titulaire ; SOCIETE FRANCAISE DE CERAMIQUE (SFC) (SIREN ) — Administrateur,70,5599,,,,https://www.pappers.fr/entreprise/349517136,https://www.societe.com/societe/-349517136.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
